番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
1,2021年04月30日,東京,ＨＰ,トヨタ,シエンタ,2004年07月,"90,000 Km",CBA-NCP81G,1NZ,エンジン,２０２０年末より,走行距離（８５０００ｋｍ）を超えたあたりから、低速時・加速時にノッキングが多発した。点検に出し、オイル交換直後は多少改善するも数日後からノッキングが再発した。点検の際に「オイル減少あり」の報告もあり、前回のオイル交換から逆算すると１カ月に０．５Ｌ減少している。
2,2021年04月30日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,トゥインゴ,2020年05月,"4,000 Km",7BA-AHB4D,B4D,その他,新車購入当初から,カーナビが使えなくなったり、ラジオを聞いていると、地域が変わってもチャンネルを変えられないまま雑音だけになる。
3,2021年04月30日,神奈川,ＨＰ,ニッサン,セレナ,2014年10月,"72,500 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年４月,オルタネーターのベアリングが破損したため、走行中にエンジン部分から突然異音が発生した。
4,2021年04月30日,神奈川,ＨＰ,ニッサン,スカイラインセダン,2013年05月,"70,577 Km",DBA-V36,VQ25,車枠・車体,２０２１年４月初旬,エンジンハーネスを車内に取り込んでいる部分から車室内に浸水した。応急処置で水が流れ込まない様にしたが、雨天時にメーターに黄色のキーマーク点灯、パワーウインド、ルームランプ、集中ドアロック等の電装品が不作動になり、エンジンもかからない時がある。
5,2021年04月30日,群馬,ＨＰ,日野,デュトロ,2005年03月,"167,600 Km",PB-XZU301X,S05D,車枠・車体,６万ｋｍ超えたあたりから,走行中に運転席側下部のアンダーカバーの溶接部分が破断、パーツが２つに裂け道路上に脱落した。６万ｋｍ超えたあたりで１度修理しているが、再発した。
6,2021年04月30日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2017年11月,不明,DBA-E12,HR12,その他,不明,高速道路を自動運転中、なにもないところでピーと鳴って減速していったので、ハンドル操作して路側帯へ移動して停止した。その後、再始動出来なかった。
7,2021年04月30日,福井,ＨＰ,スズキ,アルトワークス,2016年10月,"8,700 Km",DBA-HA36S,R06A,保安灯火,２０２１年３月,前席ドアガラス（左右）の昇降時に、砂等が噛んだ様な異音がする。
8,2021年04月30日,大阪,ＨＰ,いすゞ,フォワード,2014年06月,"220,219 Km",TKG-FRR90T2,4HK1,排ｶﾞｽ･騒音,２０１７年５月２９日,ＤＰＤ不良により、走行中にチェックランプが点滅し、ＤＰＤの燃焼が終わらなくなった。
9,2021年04月30日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2021年01月,不明,4BA-VN5,CB18,乗車装置,不明,後席に乗車した際、シートベルト未装着の警報音のみが鳴り、警告灯は点灯しなかった。
10,2021年04月30日,京都,ＨＰ,スズキ,ハスラー,2020年06月,"6,000 Km",4AA-MR52S,R06A-WA05A,保安灯火,購入（新古車）時初期から,オートライトの感度があまりにも良くて、昼間で天気がいい日でも、ちょっとした陸橋の下や街路樹でもヘッドライトが点いたり消えたりして、パッシングをしたようになる。
11,2021年04月30日,鳥取,ＨＰ,スバル,レヴォーグ　２．０ＧＴ－Ｓ,2014年09月,"48,538 Km",DBA-VMG,FA20,電気装置,２０２０年１２月１８日,エンジンハーネス及びＯ２センサーコネクタ部が浸水し、短絡したため、エンジン警告灯が点灯した。
