番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
1,2022年08月31日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2022年07月,不明,-,不明,車枠・車体,不明,フューエルリッドとドアロックが連動しており、ドアロックを解除し、車に乗り込む際等に誤ってフューエルリッドに触れてしまうとリッドが開き、それに気が付かないと開けたままになってしまう。またリッドが開いた状態であるとドアロックをしてもロックされないため、ずっと開けたままとなってしまう。
2,2022年08月31日,岩手,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,キャリイ,2015年03月,不明,EBD-DA16T,R06A,動力伝達,購入当初から,ＡＧＳ車で、坂道を下るときにブレーキを踏むと、ギアがニュートラルになり、エンジンブレーキがかからなくなる。
3,2022年08月31日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2017年07月,"160,400 Km",TKG-MK38L,GH5,制動装置,不明,右前輪が引きずりを起こしている兆候が有り、ホイールの色が濃くなっている。
4,2022年08月31日,千葉,ＨＰ,ホンダ,ＣＲＦ２５０ラリー,2022年05月,"4,000 Km",MD47,不明,エンジン,新車納車後直ちに,走行中、エンジンのヘッド周りからカタカタと異音・打音がする。
5,2022年08月31日,千葉,ＨＰ,ボルボ,ボルボ　Ｖ６０クロスカントリー,2015年12月,"131,717 Km",LDA-FD4204T,D4204T,乗車装置,２０２２年０８月２０日,駐車場から発進し、駐車場内を数メートル徐行運転で直進後、右折した時に助手席のドアが開いてしまった。車を停車し、助手席のドアを閉めようとしたがロックできなくなった。ディーラーでドアロックの交換となった。
6,2022年08月31日,群馬,ＨＰ,トヨタ,アルファード,2014年03月,"76,701 Km",DAA-ATH20W,2AZ-2JM-2FM,電気装置,２０２２年５月,国道の交差点で右折のため停車。対向車がなくなり発進したところ、カクンと言う振動とともに動力が無くなり惰性のみで進むようになる。エンジン・ＶＳＣ・ハイブリッド警告灯が点灯し、安全なところに停車して下さいと表示されるも、ハイブリッドシステムが起動せず走行不能となった。ディーラーに修理依頼したところ、インバータ付きコンバータＡＳＳＹ交換となった。
7,2022年08月31日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＢＲＺ,2012年09月,"58,000 Km",DBA-ZC6,FA20,かじ取り,２０２１年１月ごろから,計器盤の下部あたりから異音が発生していたため、ディーラーで確認したところ、ステアリングコラム内部の樹脂部品がバラバラに破損していた。
8,2022年08月31日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,アクティ,2010年04月,"60,000 Km",EBD-HA9,E07Z,エンジン,２０２２年８月,発進しようとしたら、エンジンが止まって走らなくなった。整備工場で確認したところ、タイミングベルトが駒飛びし、バルブがピストンに接触していると判った。
9,2022年08月31日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2021年07月,不明,3DA-KF2P,SH,エンジン,不明,エンジンオイルが燃焼室に漏れ、燃えてしまって量が減ったことでオイルインジケーターが点灯した。
10,2022年08月31日,京都,ＨＰ,ダイハツ,タント,2021年02月,"4,200 Km",6BA-LA650S,KF,保安灯火,初回車検時,ヘッドライトの光軸ズレや光の色が異常と判断され車検が通らなかった。
11,2022年08月31日,兵庫,ＨＰ,スバル,レヴォーグ,2019年09月,"11,500 Km",DBA-VM4,FB16,緩衝装置,２０２２年７月２３日,高速道路を約４０ｋｍ移動中、パーキングエリアで低速移動中、前側からポコポコと異音が出た。整備工場に持ち込み、ボンネットを開け右前サスペンション上部を押し下げると異音が出ることが確認された。
12,2022年08月31日,滋賀,ＨＰ,トヨタ,カローラスポーツ,2019年06月,"48,000 Km",6AA-ZWE211H,2ZR-1NM,制動装置,２０２２年８月７日　１５時頃,交差点を右折しようと減速中、突然メーターパネルにエラー表示が複数出て、ブレーキが重くなり、制動が困難になった。ディーラーで確認したところ、モーターリレー異常の故障記録があり、ブースターポンプとマスターＡＳＳＹを交換した。
13,2022年08月31日,広島,ＨＰ,ダイハツ,アトレー,2022年04月,"9,000 Km",3BD-S710V,KF,エンジン,購入時より,アクセルペダルが華奢なつくりをしており普通に運転していただけにもかかわらず折れてしまった。
14,2022年08月31日,福岡,ＨＰ,三菱,ＭＩＮＩＣＡＢ－ＭｉＥＶ,2019年10月,"45,000 Km",U68V,Y51,制動装置,２０２０年７月頃,走行中、突然ブレーキが効かなくなった。
15,2022年08月31日,福岡,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2021年07月,"45,054 Km",6BA-JH3,S07B,保安灯火,２０２１年１０月,帰宅後駐車場から破裂音がして駆け付けたところ、左片側フォグランプユニットが出火していた。
16,2022年08月31日,沖縄,ＨＰ,フォルクスワーゲン,ＶＷ　ｕｐ！ＧＴＩ　１．０／８５ｋＷ,2018年05月,"3,000 Km",ABA-AADKR,DKR,その他,不明,エアコンのＡ／ＣをＯＮにしてもエアコン冷風にならない。
17,2022年08月30日,東京,ＨＰ,ルノー,キャプチャー,2021年02月,"4,387 Km",7BA-HJBH5H,H5H,電気装置,２０２２年８月１１日午前１１時頃,メーターパネル内に複数の警告（４種類、翌日には１０種類）が表示され、スイッチパネル点滅、運転支援システム完全停止、警告音、センターモニターの画面ブラックアウト、エンジンのノッキング現象等、運転に明らかな支障を来す不具合が次々発生した。
18,2022年08月30日,神奈川,ＨＰ,スバル,レヴォーグ,2017年03月,"50,300 Km",DBA-VM4,FB16,制動装置,２０２２年８月,エンジン始動時、プレーペダルが固くなり、強く踏込まないと始動しない。
19,2022年08月30日,埼玉,ＨＰ,ニッサン,セレナ,2018年05月,"36,324 Km",DAA-GC27,MR20-SM24,その他,２０２２年７月１７日,高速道路を走行中に渋滞にはまり、今までであれば完全停止できるはずが、そのまま前方の車両に突っ込んでいくため、通常のブレーキにて停止した。その後、ディーラーにてＡＢＳアクチュエーターのエア抜きを行うも、半月足らずで再発。再度プロパイロットを使用した際にメーターパネルに、システムが壊れています。との警告表示が出た。ディーラーでカメラの故障と診断された。
20,2022年08月30日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2015年02月,"40,200 Km",DAA-HFC26,MR20-SM23,動力伝達,２０２２年８月２７日,走行中にエンジンが空ぶかし状態で速度が出なくなった。ディーラーに持って行ったところ、ＣＶＴ不良と診断された。
21,2022年08月30日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,クロスビー,2019年10月,不明,DAA-MN71S,K10C-WA05A,エンジン,１年前と、４～５日前の２回,通常の走行から停車する直前の場面でアクセルペダルを踏んでいないのにエンジンが高速回転してしまい、とまらない。車が動いてしまう。
22,2022年08月30日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2016年06月,"54,900 Km",DAA-ZVW51,2ZR-1NM,車枠・車体,１年以上前から,左右後方のピラーの塗装がめくれた。
23,2022年08月30日,大阪,電話,フォルクスワーゲン,ポロ,2018年12月,"20,700 Km",ABA-AWCHZ,CHZ,燃料装置,不明,燃料に関するリコール対象範囲外の車で、燃料の臭いがする。
24,2022年08月30日,大阪,ＨＰ,三菱,ふそうキャンター,2015年03月,"146,500 Km",TPG-FBA00,4P10,制動装置,２０２２年８月２６日朝,駐車場付近で、停止しようとブレーキを踏んだところ、ガチャン！と音がしてブレーキがきかなかった。幸い徐行していたため、とっさにニュートラルに入れサイドブレーキをかけて何とか止まれたが、それでも５ｍぐらいは進んでしまった。ディーラーで確認したところ、内側のブレーキパッドが落ちていた。
25,2022年08月30日,兵庫,ＨＰ,ニッサン,ノート,2018年09月,"67,610 Km",DAA-SNE12,HR12-EM57-N2,エンジン,２０２０年８月２６日,エンジンが全くかからなくなった。車のコンピュータのプログラムの欠陥により、異常を検知しエンジンが起動しないようになった。プログラムを修正することで対処した。
26,2022年08月30日,兵庫,ＨＰ,ホンダ,オデッセイ,2021年10月,"9,169 Km",6AA-RC4,LFA-H4,制動装置,２０２２年１月と２０２２年７月の２回,高速道路を走行中、ブレーキシステム異常、オートマチックブレーキホールドシステム異常、パワ－ステアリングシステム異常、ＡＢＳ（アンチロックブレーキシステム）異常の警告メッセージが出た。ディーラーでＶＳＡモジュレーターコントロールユニットを交換した。
27,2022年08月30日,広島,ＨＰ,マツダ,ＣＸ－５,2016年02月,"47,700 Km",DBA-KEEFW,PE,エンジン,２０２２年８月２５日,ウォーターバイパスから冷却水が漏れて、オーバーヒートになった。
28,2022年08月30日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,クロスロード,2007年07月,"56,300 Km",DBA-RT1,R18A,燃料装置,１年前くらいから異臭,エンジン停止時に燃料臭を感じるようになり、その後、燃費計と実燃費がが乖離するようになったため、ディーラーで確認したところ、燃料ポンプから燃料が漏れていると判った。
29,2022年08月29日,北海道,ＨＰ,マツダ,デミオ,2015年10月,"117,114 Km",LDA-DJ5AS,S5,排ｶﾞｽ･騒音,エンジンチェックランプ点灯。,エンジンチェックランプが点灯し、ディーラーでＤＰＦの詰まりと診断されて交換を行ったが、２万ｋｍ程度でまた同じ症状が発生した。
30,2022年08月29日,青森,ＨＰ,ニッサン,セレナ,2016年09月,"100,020 Km",DAA-GFNC27,MR20-SM24,車枠・車体,２０２２年７月,両側テールランプステーにひび割れが発生した。
31,2022年08月29日,長野,ＨＰ,ニッサン,エクストレイル,2016年09月,"55,000 Km",DBA-NT32,MR20,電気装置,２０２２年７月,何の予兆もなく、ある時、エンジン回転数が２０００回転近いときに唸るような異音が出るようになった。ディーラーでオルタネーターから異音が出ていると診断され、交換した。
32,2022年08月29日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ＲＨ９７５ナイトスター,2022年05月,不明,8BL-RH1,1,電気装置,不明,乗ろうとすると、電装系が一切動作せず、使用できなくなる。
